train_number,date,sequence,is_origin,is_destination,station_code,station_name,scheduled_arrival_minutes,scheduled_departure_minutes,dwell_time_scheduled_mins,inter_station_scheduled_mins,platform_num,day_of_week,scheduled_hour,scheduled_departure_hour,delay_arrival_minutes,prev_delay_arrival,prev_delay_departure,delay_trend,journey_max_delay_so_far,journey_avg_delay_so_far,remaining_stations_count,remaining_scheduled_mins,next_delay,target_delay_delta
10049,2024-01-19,2,0,0,NGP,NGP Station,179,186.02701135709611,7.027011357096111,48.06648602860409,6,4,2,2,5,2,2,2,2,2,10,1329,4.0,-1.0
10049,2024-01-19,3,0,0,HDP,HDP Station,415,417.11669975989196,2.116699759891956,73.254751379006,6,4,6,6,4,5,5,3,5,3,9,1093,4.0,0.0
10049,2024-01-19,4,0,0,PUNE,PUNE Station,1117,1119.3544217854044,2.354421785404476,91.3498736249455,3,4,18,18,4,4,4,-1,5,3,8,391,0.0,-4.0
10049,2024-01-19,5,0,0,BSL,BSL Station,842,844.5427938657234,2.5427938657233913,104.77830942087367,4,4,14,14,0,4,4,0,5,3,7,666,0.0,0.0
10049,2024-01-19,6,0,0,AK,AK Station,1420,1424.2531511323239,4.253151132323797,92.70804964967223,6,4,23,23,0,0,0,-4,5,3,6,88,0.0,0.0
10049,2024-01-19,7,0,0,AMI,AMI Station,1212,1217.0239875944187,5.023987594418767,123.22882027456791,4,4,20,20,0,0,0,0,5,2,5,296,0.0,0.0
10049,2024-01-19,8,0,0,JP,JP Station,1140,1142.0880773290721,2.088077329072223,75.70905983058259,2,4,19,19,0,0,0,0,5,2,4,368,2.0,2.0
10049,2024-01-19,9,0,0,MAS,MAS Station,464,467.2131383684305,3.2131383684305175,101.49402523330697,5,4,7,7,2,0,0,0,5,1,3,1044,3.0,1.0
10050,2024-01-15,1,1,0,MUMBAI,MUMBAI Station,968,970.3574821404412,2.357482140441207,0.0,9,0,16,16,0,0,0,0,0,0,6,646,0.0,0.0
10050,2024-01-15,2,0,0,AK,AK Station,187,188.77810781024434,1.7781078102443417,79.07481923747919,7,0,3,3,0,0,0,0,0,0,5,1427,3.0,3.0
10050,2024-01-15,3,0,0,NGP,NGP Station,450,454.88572382529384,4.8857238252938595,75.38087448569053,5,0,7,7,3,0,0,0,0,0,4,1164,0.0,-3.0
10050,2024-01-15,4,0,0,JP,JP Station,1342,1344.702039610516,2.702039610515958,102.65935301201617,8,0,22,22,0,3,3,3,3,1,3,272,0.0,0.0
10050,2024-01-15,5,0,0,BSL,BSL Station,1068,1073.3469296117412,5.346929611741125,75.94543968174722,3,0,17,17,0,0,0,-3,3,0,2,546,0.0,0.0
10050,2024-01-15,6,0,0,AMI,AMI Station,1239,1241.8256564353171,2.825656435317063,94.29426366341053,2,0,20,20,0,0,0,0,3,0,1,375,12.0,12.0
10051,2024-01-16,1,1,0,AK,AK Station,1234,1236.3572499927668,2.3572499927668717,0.0,1,1,20,20,0,0,0,0,0,0,4,889,0.0,0.0
10051,2024-01-16,2,0,0,AMI,AMI Station,1217,1220.0287323725868,3.0287323725867883,94.5940149433571,6,1,20,20,0,0,0,0,0,0,3,906,1.0,1.0
10051,2024-01-16,3,0,0,JP,JP Station,986,990.0519384901284,4.051938490128349,68.09198193981527,9,1,16,16,1,0,0,0,0,0,2,1137,4.0,3.0
10051,2024-01-16,4,0,0,NGP,NGP Station,2,4.719655762757023,2.719655762757023,57.3905351256972,3,1,0,0,4,1,1,1,1,0,1,681,5.0,1.0
10052,2024-01-17,1,1,0,PUNE,PUNE Station,354,356.7832973770503,2.78329737705031,0.0,2,2,5,5,0,0,0,0,0,0,7,676,1.0,1.0
10052,2024-01-17,2,0,0,HDP,HDP Station,302,303.7458395061806,1.7458395061805994,52.30427281967452,1,2,5,5,1,0,0,0,0,0,6,728,1.0,0.0
10052,2024-01-17,3,0,0,NGP,NGP Station,1297,1299.1444729503794,2.144472950379479,96.38802467191161,9,2,21,21,1,1,1,1,1,0,5,1173,7.0,6.0
10052,2024-01-17,4,0,0,JP,JP Station,503,506.1842651578103,3.184265157810297,69.82671997666344,4,2,8,8,7,1,1,0,1,0,4,527,5.0,-2.0
10052,2024-01-17,5,0,0,AMI,AMI Station,497,498.73052603380137,1.7305260338013961,127.92824811545565,9,2,8,8,5,7,7,6,7,2,3,533,0.0,-5.0
10052,2024-01-17,6,0,0,BSL,BSL Station,228,230.72882345415675,2.7288234541567635,83.868611057323,6,2,3,3,0,5,5,-2,7,2,2,802,0.0,0.0
10052,2024-01-17,7,0,0,MUMBAI,MUMBAI Station,1324,1326.6274629603818,2.627462960381814,92.97820151692744,3,2,22,22,0,0,0,-5,7,2,1,1146,0.0,0.0
10053,2024-01-18,1,1,0,PUNE,PUNE Station,771,774.8733667163457,3.8733667163456413,0.0,6,3,12,12,5,0,0,0,5,5,5,702,6.0,1.0
10053,2024-01-18,2,0,0,AMI,AMI Station,936,938.2986009892575,2.298600989257506,61.67132743607612,6,3,15,15,6,5,5,5,5,5,4,537,2.0,-4.0
10053,2024-01-18,3,0,0,NGP,NGP Station,680,682.6200045032676,2.6200045032675807,92.93282568594925,1,3,11,11,2,6,6,1,6,5,3,793,0.0,-2.0
10053,2024-01-18,4,0,0,BPL,BPL Station,293,296.630176997378,3.6301769973779594,59.61307849046315,8,3,4,4,0,2,2,-4,6,4,2,1180,0.0,0.0
10053,2024-01-18,5,0,0,AK,AK Station,1253,1257.125804173153,4.125804173152958,103.96441672270959,7,3,20,20,0,0,0,-2,6,3,1,220,0.0,0.0
10054,2024-01-19,1,1,0,MAS,MAS Station,1246,1248.120203095654,2.1202030956540967,0.0,3,4,20,20,6,0,0,0,6,6,11,1213,0.0,-6.0
10054,2024-01-19,2,0,0,AMI,AMI Station,935,938.6141757828884,3.6141757828884353,93.37382650678865,7,4,15,15,0,6,6,6,6,6,10,84,0.0,0.0
10054,2024-01-19,3,0,0,JP,JP Station,529,529.2134202079634,0.2134202079634333,84.2290260824859,5,4,8,8,0,0,0,-6,6,3,9,490,0.0,0.0
10054,2024-01-19,4,0,0,NGP,NGP Station,434,435.19677571088585,1.1967757108858668,82.08638576487472,2,4,7,7,0,0,0,0,6,2,8,585,0.0,0.0
10054,2024-01-19,5,0,0,AK,AK Station,482,484.56161717683426,2.5616171768342397,90.28488328027424,9,4,8,8,0,0,0,0,6,1,7,537,0.0,0.0
10054,2024-01-19,6,0,0,BSL,BSL Station,644,644.0,0.0,76.73613103249282,6,4,10,10,0,0,0,0,6,1,6,375,9.0,9.0
10054,2024-01-19,7,0,0,PUNE,PUNE Station,469,471.6051177546046,2.6051177546045565,75.33934008952022,7,4,7,7,9,0,0,0,6,1,5,550,8.0,-1.0
10054,2024-01-19,8,0,0,BPL,BPL Station,749,753.8007974877108,4.800797487710809,92.80719739696094,2,4,12,12,8,9,9,9,9,2,4,270,7.0,-1.0
10054,2024-01-19,9,0,0,HDP,HDP Station,999,1001.6799116720892,2.6799116720892773,55.56054071734561,6,4,16,16,7,8,8,-1,9,2,3,20,11.0,4.0
10055,2024-01-15,1,1,0,NGP,NGP Station,406,408.06410604882586,2.0641060488258867,0.0,9,0,6,6,8,0,0,0,8,8,7,829,0.0,-8.0
10055,2024-01-15,2,0,0,HDP,HDP Station,1377,1380.3772104134107,3.377210413410768,111.66546486932432,3,0,22,22,0,8,8,8,8,8,6,1298,0.0,0.0
10055,2024-01-15,3,0,0,MUMBAI,MUMBAI Station,1367,1369.2746577742303,2.274657774230194,77.75666165690359,2,0,22,22,0,0,0,-8,8,4,5,1308,0.0,0.0
10055,2024-01-15,4,0,0,MAS,MAS Station,56,58.23909288410928,2.239092884109281,78.12193655959396,1,0,0,0,0,0,0,0,8,2,4,1179,0.0,0.0
10055,2024-01-15,5,0,0,PUNE,PUNE Station,557,560.6508282200025,3.650828220002465,103.43773149903112,4,0,9,9,0,0,0,0,8,2,3,678,1.0,1.0
10055,2024-01-15,6,0,0,AMI,AMI Station,953,957.5677018225764,4.567701822576404,55.323472910326636,8,0,15,15,1,0,0,0,8,1,2,282,0.0,-1.0
10055,2024-01-15,7,0,0,BSL,BSL Station,106,106.89862100783631,0.8986210078363066,91.20885579851627,1,0,1,1,0,1,1,1,8,1,1,1129,0.0,0.0
10056,2024-01-16,1,1,0,MUMBAI,MUMBAI Station,106,107.14386004266615,1.1438600426661414,0.0,5,1,1,1,5,0,0,0,5,5,5,1010,0.0,-5.0
10056,2024-01-16,2,0,0,NGP,NGP Station,1226,1229.1498877583258,3.1498877583258613,107.31505466019179,2,1,20,20,0,5,5,5,5,5,4,1330,0.0,0.0
10056,2024-01-16,3,0,0,AMI,AMI Station,413,413.394775387184,0.39477538718396143,88.0675265997022,6,1,6,6,0,0,0,-5,5,2,3,703,3.0,3.0
10056,2024-01-16,4,0,0,PUNE,PUNE Station,35,36.496674471609914,1.496674471609913,74.9512952529393,9,1,0,0,3,0,0,0,5,1,2,1081,1.0,-2.0
10056,2024-01-16,5,0,0,JP,JP Station,548,549.2811491150266,1.2811491150265075,70.91921728911284,7,1,9,9,1,3,3,3,5,2,1,568,0.0,-1.0
10057,2024-01-17,1,1,0,AMI,AMI Station,721,722.4480135693447,1.4480135693446,0.0,7,2,12,12,17,0,0,0,17,17,9,1320,13.0,-4.0
10057,2024-01-17,2,0,0,PUNE,PUNE Station,90,94.65885747887592,4.658857478875909,108.56090142011385,4,2,1,1,13,17,17,17,17,17,8,511,0.0,-13.0
10057,2024-01-17,3,0,0,MUMBAI,MUMBAI Station,1285,1285.496065979689,0.49606597968902477,93.19753268028356,5,2,21,21,0,13,13,-4,17,15,7,756,0.0,0.0
10057,2024-01-17,4,0,0,BPL,BPL Station,126,128.94631547109256,2.946315471092555,101.72665951156273,8,2,2,2,0,0,0,-13,17,10,6,475,3.0,3.0
10057,2024-01-17,5,0,0,JP,JP Station,282,283.4905959685118,1.4905959685117725,83.12047857132409,1,2,4,4,3,0,0,0,17,7,5,319,4.0,1.0
10057,2024-01-17,6,0,0,NGP,NGP Station,595,597.9168289568294,2.9168289568293106,73.83563182426727,6,2,9,9,4,3,3,3,17,6,4,6,5.0,1.0
10057,2024-01-17,7,0,0,BSL,BSL Station,1399,1401.0142752538172,2.0142752538171536,96.84702358059214,8,2,23,23,5,4,4,1,17,6,3,642,2.0,-3.0
10057,2024-01-17,8,0,0,HDP,HDP Station,1031,1032.1481113313237,1.1481113313236408,91.57855638144441,4,2,17,17,2,5,5,1,17,6,2,1010,12.0,10.0
10057,2024-01-17,9,0,0,AK,AK Station,1079,1083.0341074051703,4.034107405170401,112.13275568436185,9,2,17,17,12,2,2,-3,17,5,1,962,16.0,4.0
10058,2024-01-18,1,1,0,PUNE,PUNE Station,1401,1406.8523388826704,5.852338882670505,0.0,4,3,23,23,6,0,0,0,6,6,9,881,0.0,-6.0
10058,2024-01-18,2,0,0,NGP,NGP Station,804,808.3104895153415,4.31048951534144,80.05472066727643,5,3,13,13,0,6,6,6,6,6,8,38,8.0,8.0
10058,2024-01-18,3,0,0,AK,AK Station,200,203.7607017343179,3.7607017343179026,114.25216474840913,6,3,3,3,8,0,0,-6,6,3,7,642,5.0,-3.0
10058,2024-01-18,4,0,0,MAS,MAS Station,315,317.8749095683067,2.8749095683066748,26.24377047919714,1,3,5,5,5,8,8,8,8,4,6,527,0.0,-5.0
10058,2024-01-18,5,0,0,BPL,BPL Station,990,994.175374602821,4.1753746028209395,101.67909989756268,7,3,16,16,0,5,5,-3,8,4,5,1292,7.0,7.0
10058,2024-01-18,6,0,0,BSL,BSL Station,819,822.1846591268815,3.1846591268814137,108.48668565983564,5,3,13,13,7,0,0,-5,8,3,4,23,2.0,-5.0
10058,2024-01-18,7,0,0,HDP,HDP Station,686,687.3693914351458,1.3693914351457306,83.39759812067099,7,3,11,11,2,7,7,7,8,4,3,156,0.0,-2.0
10058,2024-01-18,8,0,0,AMI,AMI Station,70,71.80646535550709,1.8064653555070858,86.32306238556241,5,3,1,1,0,2,2,-5,8,4,2,772,0.0,0.0
10058,2024-01-18,9,0,0,JP,JP Station,600,604.4659777740965,4.465977774096494,123.52786054416407,3,3,10,10,0,0,0,-2,8,3,1,242,0.0,0.0
10059,2024-01-19,1,1,0,MUMBAI,MUMBAI Station,1436,1439.706715624643,3.7067156246431354,0.0,5,4,23,23,1,0,0,0,1,1,13,1057,0.0,-1.0
10059,2024-01-19,2,0,0,HDP,HDP Station,141,141.39283254068192,0.39283254068192,75.21298761267023,3,4,2,2,0,1,1,1,1,1,12,912,5.0,5.0
10059,2024-01-19,3,0,0,AK,AK Station,82,86.68278678434571,4.682786784345707,136.4008144403452,6,4,1,1,5,0,0,-1,1,0,11,971,0.0,-5.0
10059,2024-01-19,4,0,0,PUNE,PUNE Station,222,228.41760297979386,6.417602979793841,76.52151306540809,1,4,3,3,0,5,5,5,5,2,10,831,0.0,0.0
10059,2024-01-19,5,0,0,BSL,BSL Station,327,332.384758467271,5.384758467271026,101.48142441788002,9,4,5,5,0,0,0,-5,5,1,9,726,5.0,5.0
10059,2024-01-19,6,0,0,JP,JP Station,1045,1051.2460110608686,6.246011060868534,76.01363584344676,5,4,17,17,5,0,0,0,5,1,8,8,0.0,-5.0
10059,2024-01-19,7,0,0,MAS,MAS Station,1312,1314.4387295860147,2.4387295860147242,86.8886861095633,6,4,21,21,0,5,5,5,5,1,7,1181,2.0,2.0
10059,2024-01-19,8,0,0,AMI,AMI Station,1270,1274.8450008590787,4.845000859078725,94.06298403182414,6,4,21,21,2,0,0,-5,5,1,6,1223,6.0,4.0
10059,2024-01-19,9,0,0,NGP,NGP Station,262,264.0186995726865,2.018699572686484,110.84720924985614,3,4,4,4,6,2,2,2,5,1,5,791,2.0,-4.0
10060,2024-01-15,1,1,0,BPL,BPL Station,829,834.9831520358719,5.983152035871819,0.0,9,0,13,13,7,0,0,0,7,7,7,53,13.0,6.0
10060,2024-01-15,2,0,0,MAS,MAS Station,807,808.8438944104487,1.8438944104487063,81.19406425784882,1,0,13,13,13,7,7,7,7,7,6,75,0.0,-13.0
10060,2024-01-15,3,0,0,JP,JP Station,287,287.9210180864015,0.921018086401503,83.42675969675408,6,0,4,4,0,13,13,6,13,10,5,595,0.0,0.0
10060,2024-01-15,4,0,0,NGP,NGP Station,1081,1085.6427406175803,4.642740617580348,98.67010999893685,1,0,18,18,0,0,0,-13,13,6,4,1241,0.0,0.0
10060,2024-01-15,5,0,0,AK,AK Station,685,687.851732198141,2.851732198141041,98.71950779000092,5,0,11,11,0,0,0,0,13,5,3,197,1.0,1.0
10060,2024-01-15,6,0,0,HDP,HDP Station,116,119.79277682659239,3.792776826592389,115.62785097965673,5,0,1,1,1,0,0,0,13,4,2,766,8.0,7.0
10060,2024-01-15,7,0,0,MUMBAI,MUMBAI Station,241,241.79052041838736,0.7905204183873669,64.70627136487883,3,0,4,4,8,1,1,1,13,3,1,641,3.0,-5.0
10061,2024-01-16,1,1,0,JP,JP Station,594,597.7066586997937,3.7066586997937305,0.0,7,1,9,9,0,0,0,0,0,0,9,245,0.0,0.0
10061,2024-01-16,2,0,0,AMI,AMI Station,391,396.62010840626255,5.62010840626252,101.47488842008826,6,1,6,6,0,0,0,0,0,0,8,448,3.0,3.0
10061,2024-01-16,3,0,0,NGP,NGP Station,244,249.10059969219293,5.100599692192924,101.08449407892078,7,1,4,4,3,0,0,0,0,0,7,595,0.0,-3.0
10061,2024-01-16,4,0,0,MAS,MAS Station,1198,1199.288487235371,1.2884872353708925,82.24600167182878,3,1,19,19,0,3,3,3,3,1,6,1081,5.0,5.0
10061,2024-01-16,5,0,0,BSL,BSL Station,851,854.429292138572,3.429292138572033,40.03012824257098,4,1,14,14,5,0,0,-3,3,0,5,1428,17.0,12.0
10061,2024-01-16,6,0,0,AK,AK Station,63,65.4355489126125,2.435548912612506,111.1108920426395,9,1,1,1,17,5,5,5,5,1,4,776,8.0,-9.0
10061,2024-01-16,7,0,0,HDP,HDP Station,493,496.2629301684009,3.262930168400886,63.26549122248139,9,1,8,8,8,17,17,12,17,4,3,346,9.0,1.0
10061,2024-01-16,8,0,0,PUNE,PUNE Station,971,975.2314503265526,4.231450326552601,105.69981157692312,7,1,16,16,9,8,8,-9,17,4,2,1308,9.0,0.0
10061,2024-01-16,9,0,0,BPL,BPL Station,185,188.47874043513798,3.478740435137986,92.62041524157397,2,1,3,3,9,9,9,1,17,5,1,654,1.0,-8.0
10062,2024-01-17,1,1,0,BSL,BSL Station,398,398.90925343428063,0.9092534342806156,0.0,9,2,6,6,0,0,0,0,0,0,5,1340,0.0,0.0
10062,2024-01-17,2,0,0,AK,AK Station,1253,1254.1078715123729,1.107871512372899,100.14682043785749,2,2,20,20,0,0,0,0,0,0,4,485,2.0,2.0
10062,2024-01-17,3,0,0,MAS,MAS Station,1076,1077.8702238133944,1.870223813394501,109.80389512979693,6,2,17,17,2,0,0,0,0,0,3,662,0.0,-2.0
10062,2024-01-17,4,0,0,JP,JP Station,583,589.4605313754304,6.460531375430416,86.42449832434188,3,2,9,9,0,2,2,2,2,0,2,1155,7.0,7.0
10062,2024-01-17,5,0,0,NGP,NGP Station,11,14.059341137381843,3.059341137381843,78.91889413174432,3,2,0,0,7,0,0,-2,2,0,1,287,10.0,3.0
10063,2024-01-18,1,1,0,MAS,MAS Station,485,490.9553876729512,5.955387672951206,0.0,7,3,8,8,15,0,0,0,15,15,13,610,10.0,-5.0
10063,2024-01-18,2,0,0,HDP,HDP Station,569,570.2468884572603,1.2468884572603105,86.44123650016122,5,3,9,9,10,15,15,15,15,15,12,526,10.0,0.0
10063,2024-01-18,3,0,0,PUNE,PUNE Station,278,284.14376525271376,6.143765252713738,121.88884783498393,4,3,4,4,10,10,10,-5,15,12,11,817,1.0,-9.0
10063,2024-01-18,4,0,0,MUMBAI,MUMBAI Station,965,967.0638519315114,2.0638519315114348,113.68418291923382,5,3,16,16,1,10,10,0,15,11,10,130,0.0,-1.0
10063,2024-01-18,5,0,0,AK,AK Station,579,581.6067822841982,2.6067822841981414,138.83008684338935,1,3,9,9,0,1,1,-9,15,9,9,516,0.0,0.0
10063,2024-01-18,6,0,0,AMI,AMI Station,340,340.64821086195184,0.6482108619518163,78.89315392273349,9,3,5,5,0,0,0,-1,15,7,8,755,0.0,0.0
10063,2024-01-18,7,0,0,BSL,BSL Station,545,548.0962506884371,3.0962506884370113,82.79788094723627,8,3,9,9,0,0,0,0,15,6,7,550,6.0,6.0
10063,2024-01-18,8,0,0,BPL,BPL Station,497,498.05117545483125,1.0511754548312635,72.21296013841584,3,3,8,8,6,0,0,0,15,5,6,598,0.0,-6.0
10063,2024-01-18,9,0,0,JP,JP Station,515,517.9344994703896,2.934499470389592,54.2202117440599,3,3,8,8,0,6,6,6,15,5,5,580,4.0,4.0
10064,2024-01-19,1,1,0,NGP,NGP Station,940,943.5042174445393,3.5042174445393433,0.0,5,4,15,15,3,0,0,0,3,3,5,341,11.0,8.0
10064,2024-01-19,2,0,0,PUNE,PUNE Station,814,816.4107967052212,2.4107967052212196,62.741771733000505,7,4,13,13,11,3,3,3,3,3,4,467,1.0,-10.0
10064,2024-01-19,3,0,0,JP,JP Station,699,702.2042593245973,3.20425932459724,59.19325013757209,9,4,11,11,1,11,11,8,11,7,3,582,0.0,-1.0
10064,2024-01-19,4,0,0,HDP,HDP Station,1309,1311.3975884340143,2.397588434014306,86.90922011540262,7,4,21,21,0,1,1,-10,11,5,2,1412,0.0,0.0
10064,2024-01-19,5,0,0,AMI,AMI Station,842,845.7283239429532,3.728323942953204,76.2554693817198,5,4,14,14,0,0,0,-1,11,3,1,439,0.0,0.0
10065,2024-01-15,1,1,0,AK,AK Station,678,681.1136390147975,3.11363901479757,0.0,6,0,11,11,6,0,0,0,6,6,13,1150,0.0,-6.0
10065,2024-01-15,2,0,0,BPL,BPL Station,950,953.1654816587708,3.165481658770786,73.7799827274231,1,0,15,15,0,6,6,6,6,6,12,878,0.0,0.0
10065,2024-01-15,3,0,0,MUMBAI,MUMBAI Station,852,855.4688432601866,3.4688432601866137,98.14210830892135,7,0,14,14,0,0,0,-6,6,3,11,976,11.0,11.0
10065,2024-01-15,4,0,0,JP,JP Station,285,289.3245691915515,4.324569191551544,93.2097924794696,2,0,4,4,11,0,0,0,6,2,10,103,5.0,-6.0
10065,2024-01-15,5,0,0,PUNE,PUNE Station,542,543.7521781348642,1.7521781348641885,87.81535139626911,6,0,9,9,5,11,11,11,11,4,9,1286,0.0,-5.0
10065,2024-01-15,6,0,0,AMI,AMI Station,606,610.0381792576327,4.038179257632736,98.03837910347846,8,0,10,10,0,5,5,-6,11,4,8,1222,0.0,0.0
10065,2024-01-15,7,0,0,HDP,HDP Station,1383,1388.2110699002192,5.211069900219151,116.63176064975399,7,0,23,23,0,0,0,-5,11,3,7,445,6.0,6.0
10065,2024-01-15,8,0,0,NGP,NGP Station,298,300.9367154493092,2.936715449309198,93.5738943362095,4,0,4,4,6,0,0,0,11,3,6,90,3.0,-3.0
10065,2024-01-15,9,0,0,BSL,BSL Station,1120,1122.6555140969074,2.655514096907355,51.295388303844845,1,0,18,18,3,6,6,6,11,3,5,708,0.0,-3.0
10066,2024-01-16,1,1,0,MUMBAI,MUMBAI Station,94,95.73625376294994,1.7362537629499484,0.0,7,1,1,1,8,0,0,0,8,8,7,1411,5.0,-3.0
10066,2024-01-16,2,0,0,NGP,NGP Station,1383,1383.0,0.0,92.90127491918763,4,1,23,23,5,8,8,8,8,8,6,122,0.0,-5.0
10066,2024-01-16,3,0,0,BSL,BSL Station,470,473.03159029754653,3.0315902975465394,61.81786144488046,4,1,7,7,0,5,5,-3,8,6,5,1035,0.0,0.0
10066,2024-01-16,4,0,0,BPL,BPL Station,441,442.92797898451437,1.9279789845143522,100.42559810027629,1,1,7,7,0,0,0,-5,8,4,4,1064,0.0,0.0
10066,2024-01-16,5,0,0,MAS,MAS Station,720,722.5674116995496,2.5674116995495515,90.6780156825092,1,1,12,12,0,0,0,0,8,3,3,785,0.0,0.0
10066,2024-01-16,6,0,0,JP,JP Station,101,103.84026817522918,2.840268175229179,80.92415029671832,7,1,1,1,0,0,0,0,8,2,2,1404,0.0,0.0
10066,2024-01-16,7,0,0,HDP,HDP Station,556,556.0466152863759,0.04661528637587509,95.54716923929352,7,1,9,9,0,0,0,0,8,2,1,949,0.0,0.0
10067,2024-01-17,1,1,0,BSL,BSL Station,306,310.9552618979021,4.955261897902139,0.0,7,2,5,5,6,0,0,0,6,6,11,1396,0.0,-6.0
10067,2024-01-17,2,0,0,HDP,HDP Station,754,755.0113093429686,1.0113093429686286,72.02465550945203,3,2,12,12,0,6,6,6,6,6,10,948,0.0,0.0
10067,2024-01-17,3,0,0,AK,AK Station,701,703.7745193095922,2.774519309592192,83.46607573627271,8,2,11,11,0,0,0,-6,6,3,9,1001,1.0,1.0
10067,2024-01-17,4,0,0,MUMBAI,MUMBAI Station,602,604.2612644137495,2.261264413749502,72.17566103916201,3,2,10,10,1,0,0,0,6,2,8,1100,0.0,-1.0
10067,2024-01-17,5,0,0,PUNE,PUNE Station,480,483.27159411415664,3.2715941141566236,116.06556074632127,6,2,8,8,0,1,1,1,6,1,7,1222,0.0,0.0
10067,2024-01-17,6,0,0,MAS,MAS Station,985,988.3305277439104,3.3305277439103183,121.39732872519934,1,2,16,16,0,0,0,-1,6,1,6,717,0.0,0.0
10067,2024-01-17,7,0,0,BPL,BPL Station,238,240.7534971911719,2.7534971911719133,94.2418670614835,4,2,3,3,0,0,0,0,6,1,5,24,0.0,0.0
10067,2024-01-17,8,0,0,AMI,AMI Station,133,133.8058505393333,0.8058505393333188,132.73041490580204,2,2,2,2,0,0,0,0,6,1,4,129,0.0,0.0
10067,2024-01-17,9,0,0,NGP,NGP Station,1416,1419.716915816001,3.71691581600086,110.37624159401888,6,2,23,23,0,0,0,0,6,0,3,286,0.0,0.0
10068,2024-01-18,1,1,0,MAS,MAS Station,691,694.7066099214152,3.706609921415179,0.0,9,3,11,11,6,0,0,0,6,6,10,624,6.0,0.0
10068,2024-01-18,2,0,0,BPL,BPL Station,1213,1216.80921006054,3.809210060540058,94.33812887464725,5,3,20,20,6,6,6,6,6,6,9,102,3.0,-3.0
10068,2024-01-18,3,0,0,HDP,HDP Station,76,80.3866152809125,4.3866152809124905,99.20881015159472,3,3,1,1,3,6,6,0,6,6,8,1239,0.0,-3.0
10068,2024-01-18,4,0,0,JP,JP Station,1195,1199.132678865959,4.132678865958838,140.09233360543138,2,3,19,19,0,3,3,-3,6,5,7,120,0.0,0.0
10068,2024-01-18,5,0,0,AMI,AMI Station,661,664.9236682736318,3.923668273631886,96.66024094232516,9,3,11,11,0,0,0,-3,6,3,6,654,0.0,0.0
10068,2024-01-18,6,0,0,PUNE,PUNE Station,1139,1141.451741094522,2.4517410945221014,86.97401559534956,8,3,18,18,0,0,0,0,6,3,5,176,0.0,0.0
10068,2024-01-18,7,0,0,MUMBAI,MUMBAI Station,345,345.9248062322574,0.9248062322574513,79.27655666752021,2,3,5,5,0,0,0,0,6,2,4,970,0.0,0.0
10068,2024-01-18,8,0,0,AK,AK Station,956,960.0810342067914,4.081034206791344,78.25721336016674,8,3,15,15,0,0,0,0,6,2,3,359,0.0,0.0
10068,2024-01-18,9,0,0,BSL,BSL Station,670,671.5655838136523,1.5655838136523008,83.27355262840676,1,3,11,11,0,0,0,0,6,1,2,645,1.0,1.0
10069,2024-01-19,1,1,0,AK,AK Station,677,679.3478376053996,2.3478376053995973,0.0,1,4,11,11,8,0,0,0,8,8,12,711,1.0,-7.0
10069,2024-01-19,2,0,0,MAS,MAS Station,1338,1343.2700044175335,5.270004417533588,97.9605605992374,7,4,22,22,1,8,8,8,8,8,11,50,5.0,4.0
10069,2024-01-19,3,0,0,HDP,HDP Station,34,34.137996794315036,0.13799679431503886,56.724936099360164,8,4,0,0,5,1,1,-7,8,4,10,1354,11.0,6.0
10069,2024-01-19,4,0,0,AMI,AMI Station,1320,1322.8133590153404,2.8133590153403722,78.61945275449614,6,4,22,22,11,5,5,4,8,4,9,68,3.0,-8.0
10069,2024-01-19,5,0,0,PUNE,PUNE Station,139,141.5169577682619,2.5169577682619124,101.71808402329299,7,4,2,2,3,11,11,6,11,6,8,1249,0.0,-3.0
10069,2024-01-19,6,0,0,JP,JP Station,805,807.885455201019,2.885455201019049,83.95407134922621,2,4,13,13,0,3,3,-8,11,5,7,583,0.0,0.0
10069,2024-01-19,7,0,0,BPL,BPL Station,763,767.0672739854031,4.067273985403109,108.99189142728977,8,4,12,12,0,0,0,-3,11,4,6,625,3.0,3.0
10069,2024-01-19,8,0,0,MUMBAI,MUMBAI Station,163,165.60601071952576,2.6060107195257483,83.27226109177728,2,4,2,2,3,0,0,0,11,4,5,1225,9.0,6.0
10069,2024-01-19,9,0,0,NGP,NGP Station,379,380.2188018973923,1.2188018973923422,103.43062343458107,2,4,6,6,9,3,3,3,11,3,4,1009,4.0,-5.0
10070,2024-01-15,1,1,0,MAS,MAS Station,1194,1197.4998600547835,3.4998600547836434,0.0,7,0,19,19,6,0,0,0,6,6,11,57,13.0,7.0
10070,2024-01-15,2,0,0,BSL,BSL Station,1293,1295.4493943910275,2.449394391027491,75.90355658004034,2,0,21,21,13,6,6,6,6,6,10,1398,9.0,-4.0
10070,2024-01-15,3,0,0,HDP,HDP Station,680,684.9359666913838,4.935966691383821,96.95123227607104,2,0,11,11,9,13,13,7,13,9,9,571,2.0,-7.0
10070,2024-01-15,4,0,0,BPL,BPL Station,1396,1397.7485303889391,1.7485303889391421,101.66885956996134,9,0,23,23,2,9,9,-4,13,9,8,1295,0.0,-2.0
10070,2024-01-15,5,0,0,MUMBAI,MUMBAI Station,427,429.9818769843443,2.9818769843442783,76.22823950726746,5,0,7,7,0,2,2,-7,13,7,7,824,2.0,2.0
